Facility,Drug,Month,Consumption,End_Stock,Stock_Out
Kumba District Hospital,ACTs,2023-12-31,198,1612,0
Kumba District Hospital,ACTs,2024-01-31,153,1415,0
Kumba District Hospital,ACTs,2024-02-29,84,1261,0
Kumba District Hospital,ACTs,2024-03-31,219,1177,0
Kumba District Hospital,ACTs,2024-04-30,189,958,0
Kumba District Hospital,ACTs,2024-05-31,234,769,0
Kumba District Hospital,ACTs,2024-06-30,151,535,0
Kumba District Hospital,ACTs,2024-07-31,291,385,0
Kumba District Hospital,ACTs,2024-08-31,123,93,0
Kumba District Hospital,ACTs,2024-09-30,331,0,1
Kumba District Hospital,ACTs,2024-10-31,80,0,1
Kumba District Hospital,ACTs,2024-11-30,228,0,1
Kumba District Hospital,ACTs,2024-12-31,232,0,1
Kumba District Hospital,Paracetamol,2023-01-31,258,2639,0
Kumba District Hospital,Paracetamol,2023-02-28,111,2381,0
Kumba District Hospital,Paracetamol,2023-03-31,80,2270,0
Kumba District Hospital,Paracetamol,2023-04-30,196,2190,0
Kumba District Hospital,Paracetamol,2023-05-31,211,1994,0
Kumba District Hospital,Paracetamol,2023-06-30,304,1783,0
Kumba District Hospital,Paracetamol,2023-07-31,214,749,0
Kumba District Hospital,Paracetamol,2023-08-31,228,535,0
Kumba District Hospital,Paracetamol,2023-09-30,140,307,0
Kumba District Hospital,Paracetamol,2023-10-31,357,167,0
Kumba District Hospital,Paracetamol,2023-11-30,129,0,1
Kumba District Hospital,Paracetamol,2023-12-31,112,0,1
Kumba District Hospital,Paracetamol,2024-01-31,306,666,0
Kumba District Hospital,Paracetamol,2024-02-29,80,360,0
Kumba District Hospital,Paracetamol,2024-03-31,80,280,0
Kumba District Hospital,Paracetamol,2024-04-30,171,200,0
Kumba District Hospital,Paracetamol,2024-05-31,161,708,0
Kumba District Hospital,Paracetamol,2024-06-30,143,547,0
Kumba District Hospital,Paracetamol,2024-07-31,241,404,0
Kumba District Hospital,Paracetamol,2024-08-31,89,1124,0
Kumba District Hospital,Paracetamol,2024-09-30,166,1035,0
Kumba District Hospital,Paracetamol,2024-10-31,133,244,0
Kumba District Hospital,Paracetamol,2024-11-30,90,111,0
Kumba District Hospital,Paracetamol,2024-12-31,156,0,1
Kumba District Hospital,ORS,2023-01-31,509,3421,0
Kumba District Hospital,ORS,2023-02-28,417,2912,0
Kumba District Hospital,ORS,2023-03-31,395,2496,0
Kumba District Hospital,ORS,2023-04-30,372,2101,0
Kumba District Hospital,ORS,2023-05-31,408,1729,0
Kumba District Hospital,ORS,2023-06-30,327,1320,0
Kumba District Hospital,ORS,2023-07-31,334,993,0
Kumba District Hospital,ORS,2023-08-31,392,659,0
Kumba District Hospital,ORS,2023-09-30,318,267,0
Kumba District Hospital,ORS,2023-10-31,327,0,1
Kumba District Hospital,ORS,2023-11-30,356,0,1
Kumba District Hospital,ORS,2023-12-31,448,949,0
Kumba District Hospital,ORS,2024-01-31,266,500,0
Kumba District Hospital,ORS,2024-02-29,417,235,0
Kumba District Hospital,ORS,2024-03-31,420,0,1
Kumba District Hospital,ORS,2024-04-30,419,0,1
Kumba District Hospital,ORS,2024-05-31,292,237,0
Kumba District Hospital,ORS,2024-06-30,221,769,0
Kumba District Hospital,ORS,2024-07-31,401,548,0
Kumba District Hospital,ORS,2024-08-31,371,147,0
Kumba District Hospital,ORS,2024-09-30,437,0,1
Kumba District Hospital,ORS,2024-10-31,300,0,1
Kumba District Hospital,ORS,2024-11-30,417,0,1
Kumba District Hospital,ORS,2024-12-31,441,0,1
Kumba District Hospital,Metformin,2023-01-31,477,2462,0
Kumba District Hospital,Metformin,2023-02-28,300,1986,0
Kumba District Hospital,Metformin,2023-03-31,216,1686,0
Kumba District Hospital,Metformin,2023-04-30,302,1470,0
Kumba District Hospital,Metformin,2023-05-31,378,1169,0
Kumba District Hospital,Metformin,2023-06-30,250,790,0
Kumba District Hospital,Metformin,2023-07-31,289,540,0
Kumba District Hospital,Metformin,2023-08-31,326,251,0
Kumba District Hospital,Metformin,2023-09-30,395,0,1
Kumba District Hospital,Metformin,2023-10-31,361,0,1
Kumba District Hospital,Metformin,2023-11-30,365,0,1
Kumba District Hospital,Metformin,2023-12-31,265,602,0
Kumba District Hospital,Metformin,2024-01-31,331,337,0
Kumba District Hospital,Metformin,2024-02-29,241,0,1
Kumba District Hospital,Metformin,2024-03-31,367,582,0
Kumba District Hospital,Metformin,2024-04-30,391,1514,0
Kumba District Hospital,Metformin,2024-05-31,343,1122,0
Kumba District Hospital,Metformin,2024-06-30,270,779,0
Kumba District Hospital,Metformin,2024-07-31,283,0,1
Kumba District Hospital,Metformin,2024-08-31,444,0,1
Kumba District Hospital,Metformin,2024-09-30,271,0,1
Kumba District Hospital,Metformin,2024-10-31,383,0,1
Kumba District Hospital,Metformin,2024-11-30,326,0,1
Kumba District Hospital,Metformin,2024-12-31,272,0,1
Kumba District Hospital,Atenolol,2023-01-31,280,1586,0
Kumba District Hospital,Atenolol,2023-02-28,218,1306,0
Kumba District Hospital,Atenolol,2023-03-31,138,427,0
Kumba District Hospital,Atenolol,2023-04-30,402,289,0
Kumba District Hospital,Atenolol,2023-05-31,374,0,1
Kumba District Hospital,Atenolol,2023-06-30,232,0,1
Kumba District Hospital,Atenolol,2023-07-31,303,0,1
Kumba District Hospital,Atenolol,2023-08-31,224,1192,0
Kumba District Hospital,Atenolol,2023-09-30,183,968,0
Kumba District Hospital,Atenolol,2023-10-31,409,390,0
Kumba District Hospital,Atenolol,2023-11-30,130,0,1
Kumba District Hospital,Atenolol,2023-12-31,240,0,1
Kumba District Hospital,Atenolol,2024-01-31,269,0,1
Kumba District Hospital,Atenolol,2024-02-29,395,0,1
Kumba District Hospital,Atenolol,2024-03-31,334,0,1
Kumba District Hospital,Atenolol,2024-04-30,129,0,1
Kumba District Hospital,Atenolol,2024-05-31,262,0,1
Kumba District Hospital,Atenolol,2024-06-30,264,0,1
Kumba District Hospital,Atenolol,2024-07-31,244,0,1
Kumba District Hospital,Atenolol,2024-08-31,312,0,1
Kumba District Hospital,Atenolol,2024-09-30,150,1025,0
Kumba District Hospital,Atenolol,2024-10-31,230,875,0
Kumba District Hospital,Atenolol,2024-11-30,301,645,0
Kumba District Hospital,Atenolol,2024-12-31,317,701,0
Kumba District Hospital,Salbutamol,2023-01-31,200,3164,0
Kumba District Hospital,Salbutamol,2023-02-28,80,2409,0
Kumba District Hospital,Salbutamol,2023-03-31,128,2329,0
Kumba District Hospital,Salbutamol,2023-04-30,80,2201,0
Kumba District Hospital,Salbutamol,2023-05-31,254,2121,0
Kumba District Hospital,Salbutamol,2023-06-30,157,1866,0
Kumba District Hospital,Salbutamol,2023-07-31,179,1710,0
Kumba District Hospital,Salbutamol,2023-08-31,254,1530,0
Kumba District Hospital,Salbutamol,2023-09-30,123,1276,0
Kumba District Hospital,Salbutamol,2023-10-31,156,1154,0
Kumba District Hospital,Salbutamol,2023-11-30,96,998,0
Kumba District Hospital,Salbutamol,2023-12-31,96,902,0
Kumba District Hospital,Salbutamol,2024-01-31,107,806,0
Kumba District Hospital,Salbutamol,2024-02-29,141,699,0
Kumba District Hospital,Salbutamol,2024-03-31,150,557,0
Kumba District Hospital,Salbutamol,2024-04-30,204,407,0
Kumba District Hospital,Salbutamol,2024-05-31,109,204,0
Kumba District Hospital,Salbutamol,2024-06-30,206,94,0
Kumba District Hospital,Salbutamol,2024-07-31,219,980,0
Kumba District Hospital,Salbutamol,2024-08-31,143,272,0
Kumba District Hospital,Salbutamol,2024-09-30,116,0,1
Kumba District Hospital,Salbutamol,2024-10-31,187,0,1
Kumba District Hospital,Salbutamol,2024-11-30,164,0,1
Kumba District Hospital,Salbutamol,2024-12-31,198,1123,0
Kumba District Hospital,Ceftriaxone,2023-01-31,195,2034,0
Kumba District Hospital,Ceftriaxone,2023-02-28,214,1838,0
Kumba District Hospital,Ceftriaxone,2023-03-31,145,1625,0
Kumba District Hospital,Ceftriaxone,2023-04-30,293,1480,0
Kumba District Hospital,Ceftriaxone,2023-05-31,105,1187,0
Kumba District Hospital,Ceftriaxone,2023-06-30,238,1082,0
Kumba District Hospital,Ceftriaxone,2023-07-31,293,844,0
Kumba District Hospital,Ceftriaxone,2023-08-31,237,551,0
Kumba District Hospital,Ceftriaxone,2023-09-30,183,313,0
Kumba District Hospital,Ceftriaxone,2023-10-31,157,1352,0
Kumba District Hospital,Ceftriaxone,2023-11-30,282,1195,0
Kumba District Hospital,Ceftriaxone,2023-12-31,85,308,0
Kumba District Hospital,Ceftriaxone,2024-01-31,121,223,0
Kumba District Hospital,Ceftriaxone,2024-02-29,167,409,0
Kumba District Hospital,Ceftriaxone,2024-03-31,298,1278,0
Kumba District Hospital,Ceftriaxone,2024-04-30,229,980,0
Kumba District Hospital,Ceftriaxone,2024-05-31,121,750,0
Kumba District Hospital,Ceftriaxone,2024-06-30,174,629,0
Kumba District Hospital,Ceftriaxone,2024-07-31,150,455,0
Kumba District Hospital,Ceftriaxone,2024-08-31,142,305,0
Kumba District Hospital,Ceftriaxone,2024-09-30,277,163,0
Kumba District Hospital,Ceftriaxone,2024-10-31,89,0,1
Kumba District Hospital,Ceftriaxone,2024-11-30,328,0,1
Kumba District Hospital,Ceftriaxone,2024-12-31,265,1097,0
Muyuka Health Center,Amoxicillin,2023-01-31,404,2035,0
Muyuka Health Center,Amoxicillin,2023-02-28,245,1632,0
Muyuka Health Center,Amoxicillin,2023-03-31,328,1387,0
Muyuka Health Center,Amoxicillin,2023-04-30,287,1059,0
Muyuka Health Center,Amoxicillin,2023-05-31,347,772,0
Muyuka Health Center,Amoxicillin,2023-06-30,418,425,0
Muyuka Health Center,Amoxicillin,2023-07-31,278,7,1
Muyuka Health Center,Amoxicillin,2023-08-31,164,0,1
Muyuka Health Center,Amoxicillin,2023-09-30,357,0,1
Muyuka Health Center,Amoxicillin,2023-10-31,231,0,1
Muyuka Health Center,Amoxicillin,2023-11-30,286,0,1
Muyuka Health Center,Amoxicillin,2023-12-31,360,577,0
Muyuka Health Center,Amoxicillin,2024-01-31,321,216,0
Muyuka Health Center,Amoxicillin,2024-02-29,289,0,1
Muyuka Health Center,Amoxicillin,2024-03-31,251,0,1
Muyuka Health Center,Amoxicillin,2024-04-30,80,0,1
Muyuka Health Center,Amoxicillin,2024-05-31,353,0,1
Muyuka Health Center,Amoxicillin,2024-06-30,277,649,0
Muyuka Health Center,Amoxicillin,2024-07-31,419,371,0
Muyuka Health Center,Amoxicillin,2024-08-31,329,588,0
Muyuka Health Center,Amoxicillin,2024-09-30,254,1456,0
Muyuka Health Center,Amoxicillin,2024-10-31,383,1201,0
Muyuka Health Center,Amoxicillin,2024-11-30,390,819,0
Muyuka Health Center,Amoxicillin,2024-12-31,280,429,0
Muyuka Health Center,ACTs,2023-01-31,599,1687,0
Muyuka Health Center,ACTs,2023-02-28,530,627,0
Muyuka Health Center,ACTs,2023-03-31,329,97,0
Muyuka Health Center,ACTs,2023-04-30,547,0,1
Muyuka Health Center,ACTs,2023-05-31,432,0,1
Muyuka Health Center,ACTs,2023-06-30,493,0,1
Muyuka Health Center,ACTs,2023-07-31,558,760,0
Muyuka Health Center,ACTs,2023-08-31,434,1281,0
Muyuka Health Center,ACTs,2023-09-30,346,847,0
Muyuka Health Center,ACTs,2023-10-31,598,501,0
Muyuka Health Center,ACTs,2023-11-30,571,0,1
Muyuka Health Center,ACTs,2023-12-31,471,0,1
Muyuka Health Center,ACTs,2024-01-31,546,0,1
Muyuka Health Center,ACTs,2024-02-29,448,0,1
Muyuka Health Center,ACTs,2024-03-31,485,0,1
Muyuka Health Center,ACTs,2024-04-30,466,0,1
Muyuka Health Center,ACTs,2024-05-31,451,0,1
Muyuka Health Center,ACTs,2024-06-30,506,0,1
Muyuka Health Center,ACTs,2024-07-31,381,0,1
Muyuka Health Center,ACTs,2024-08-31,458,612,0
Muyuka Health Center,ACTs,2024-09-30,503,154,0
Muyuka Health Center,ACTs,2024-10-31,625,0,1
Muyuka Health Center,ACTs,2024-11-30,384,0,1
Muyuka Health Center,ACTs,2024-12-31,519,0,1
Muyuka Health Center,Paracetamol,2023-01-31,131,2233,0
Muyuka Health Center,Paracetamol,2023-02-28,272,2102,0
Muyuka Health Center,Paracetamol,2023-03-31,429,1830,0
Muyuka Health Center,Paracetamol,2023-04-30,326,1401,0
Muyuka Health Center,Paracetamol,2023-05-31,228,1074,0
Muyuka Health Center,Paracetamol,2023-06-30,295,846,0
Muyuka Health Center,Paracetamol,2023-07-31,299,551,0
Muyuka Health Center,Paracetamol,2023-08-31,335,0,1
Muyuka Health Center,Paracetamol,2023-09-30,188,0,1
Muyuka Health Center,Paracetamol,2023-10-31,345,0,1
Muyuka Health Center,Paracetamol,2023-11-30,81,0,1
Muyuka Health Center,Paracetamol,2023-12-31,247,0,1
Muyuka Health Center,Paracetamol,2024-01-31,258,639,0
Muyuka Health Center,Paracetamol,2024-02-29,348,381,0
Muyuka Health Center,Paracetamol,2024-03-31,299,0,1
Muyuka Health Center,Paracetamol,2024-04-30,185,0,1
Muyuka Health Center,Paracetamol,2024-05-31,219,1182,0
Muyuka Health Center,Paracetamol,2024-06-30,313,963,0
Muyuka Health Center,Paracetamol,2024-07-31,291,650,0
Muyuka Health Center,Paracetamol,2024-08-31,251,50,0
Muyuka Health Center,Paracetamol,2024-09-30,259,0,1
Muyuka Health Center,Paracetamol,2024-10-31,353,0,1
Muyuka Health Center,Paracetamol,2024-11-30,256,770,0
Muyuka Health Center,Paracetamol,2024-12-31,291,514,0
Muyuka Health Center,ORS,2023-01-31,359,1279,0
Muyuka Health Center,ORS,2023-02-28,400,920,0
Muyuka Health Center,ORS,2023-03-31,353,520,0
Muyuka Health Center,ORS,2023-04-30,398,1251,0
Muyuka Health Center,ORS,2023-05-31,301,854,0
Muyuka Health Center,ORS,2023-06-30,271,553,0
Muyuka Health Center,ORS,2023-07-31,394,1723,0
Muyuka Health Center,ORS,2023-08-31,423,1329,0
Muyuka Health Center,ORS,2023-09-30,260,906,0
Muyuka Health Center,ORS,2023-10-31,287,646,0
Muyuka Health Center,ORS,2023-11-30,320,359,0
Muyuka Health Center,ORS,2023-12-31,462,939,0
Muyuka Health Center,ORS,2024-01-31,378,476,0
Muyuka Health Center,ORS,2024-02-29,227,98,0
Muyuka Health Center,ORS,2024-03-31,325,0,1
Muyuka Health Center,ORS,2024-04-30,313,623,0
Muyuka Health Center,ORS,2024-05-31,239,310,0
Muyuka Health Center,ORS,2024-06-30,325,71,0
Muyuka Health Center,ORS,2024-07-31,310,0,1
Muyuka Health Center,ORS,2024-08-31,304,0,1
Muyuka Health Center,ORS,2024-09-30,300,0,1
Muyuka Health Center,ORS,2024-10-31,451,1153,0
Muyuka Health Center,ORS,2024-11-30,304,702,0
Muyuka Health Center,ORS,2024-12-31,337,398,0
Muyuka Health Center,Metformin,2023-01-31,615,3452,0
Muyuka Health Center,Metformin,2023-02-28,368,2837,0
Muyuka Health Center,Metformin,2023-03-31,621,2469,0
Muyuka Health Center,Metformin,2023-04-30,460,1848,0
Muyuka Health Center,Metformin,2023-05-31,471,1388,0
Muyuka Health Center,Metformin,2023-06-30,339,917,0
Muyuka Health Center,Metformin,2023-07-31,454,578,0
Muyuka Health Center,Metformin,2023-08-31,407,124,0
Muyuka Health Center,Metformin,2023-09-30,442,0,1
Muyuka Health Center,Metformin,2023-10-31,479,0,1
Muyuka Health Center,Metformin,2023-11-30,567,0,1
Muyuka Health Center,Metformin,2023-12-31,507,0,1
Muyuka Health Center,Metformin,2024-01-31,515,837,0
Muyuka Health Center,Metformin,2024-02-29,403,322,0
Muyuka Health Center,Metformin,2024-03-31,420,0,1
Muyuka Health Center,Metformin,2024-04-30,634,0,1
Muyuka Health Center,Metformin,2024-05-31,431,139,0
Muyuka Health Center,Metformin,2024-06-30,623,1010,0
Muyuka Health Center,Metformin,2024-07-31,471,387,0
Muyuka Health Center,Metformin,2024-08-31,490,816,0
Muyuka Health Center,Metformin,2024-09-30,576,325,0
Muyuka Health Center,Metformin,2024-10-31,592,0,1
Muyuka Health Center,Metformin,2024-11-30,481,810,0
Muyuka Health Center,Metformin,2024-12-31,459,329,0
Muyuka Health Center,Atenolol,2023-01-31,492,2131,0
Muyuka Health Center,Atenolol,2023-02-28,429,1640,0
Muyuka Health Center,Atenolol,2023-03-31,402,622,0
Muyuka Health Center,Atenolol,2023-04-30,423,0,1
Muyuka Health Center,Atenolol,2023-05-31,431,462,0
Muyuka Health Center,Atenolol,2023-06-30,498,0,1
Muyuka Health Center,Atenolol,2023-07-31,657,616,0
Muyuka Health Center,Atenolol,2023-08-31,412,1288,0
Muyuka Health Center,Atenolol,2023-09-30,436,876,0
Muyuka Health Center,Atenolol,2023-10-31,464,59,0
Muyuka Health Center,Atenolol,2023-11-30,501,427,0
Muyuka Health Center,Atenolol,2023-12-31,490,0,1
Muyuka Health Center,Atenolol,2024-01-31,572,0,1
Muyuka Health Center,Atenolol,2024-02-29,275,0,1
Muyuka Health Center,Atenolol,2024-03-31,278,0,1
Muyuka Health Center,Atenolol,2024-04-30,430,0,1
Muyuka Health Center,Atenolol,2024-05-31,557,0,1
Muyuka Health Center,Atenolol,2024-06-30,344,532,0
Muyuka Health Center,Atenolol,2024-07-31,229,188,0
Muyuka Health Center,Atenolol,2024-08-31,515,0,1
Muyuka Health Center,Atenolol,2024-09-30,489,0,1
Muyuka Health Center,Atenolol,2024-10-31,382,0,1
Muyuka Health Center,Atenolol,2024-11-30,391,0,1
Muyuka Health Center,Atenolol,2024-12-31,392,0,1
Muyuka Health Center,Salbutamol,2023-01-31,360,3423,0
Muyuka Health Center,Salbutamol,2023-02-28,579,3063,0
Muyuka Health Center,Salbutamol,2023-03-31,460,2485,0
Muyuka Health Center,Salbutamol,2023-04-30,563,2024,0
Muyuka Health Center,Salbutamol,2023-05-31,509,1461,0
Muyuka Health Center,Salbutamol,2023-06-30,384,952,0
Muyuka Health Center,Salbutamol,2023-07-31,520,568,0
Muyuka Health Center,Salbutamol,2023-08-31,683,0,1
Muyuka Health Center,Salbutamol,2023-09-30,547,359,0
Muyuka Health Center,Salbutamol,2023-10-31,503,691,0
Muyuka Health Center,Salbutamol,2023-11-30,593,188,0
Muyuka Health Center,Salbutamol,2023-12-31,524,0,1
Muyuka Health Center,Salbutamol,2024-01-31,524,689,0
Muyuka Health Center,Salbutamol,2024-02-29,420,165,0
Muyuka Health Center,Salbutamol,2024-03-31,526,243,0
Muyuka Health Center,Salbutamol,2024-04-30,590,1074,0
Muyuka Health Center,Salbutamol,2024-05-31,440,0,1
Muyuka Health Center,Salbutamol,2024-06-30,621,1018,0
Muyuka Health Center,Salbutamol,2024-07-31,500,1155,0
Muyuka Health Center,Salbutamol,2024-08-31,436,655,0
Muyuka Health Center,Salbutamol,2024-09-30,587,1034,0
Muyuka Health Center,Salbutamol,2024-10-31,484,446,0
Muyuka Health Center,Salbutamol,2024-11-30,568,0,1
Muyuka Health Center,Salbutamol,2024-12-31,484,0,1
Muyuka Health Center,Ceftriaxone,2023-01-31,276,2794,0
Muyuka Health Center,Ceftriaxone,2023-02-28,384,2518,0
Muyuka Health Center,Ceftriaxone,2023-03-31,310,2134,0
Muyuka Health Center,Ceftriaxone,2023-04-30,289,1824,0
Muyuka Health Center,Ceftriaxone,2023-05-31,329,1535,0
Muyuka Health Center,Ceftriaxone,2023-06-30,186,1205,0
Muyuka Health Center,Ceftriaxone,2023-07-31,365,1019,0
Muyuka Health Center,Ceftriaxone,2023-08-31,357,654,0
Muyuka Health Center,Ceftriaxone,2023-09-30,293,1324,0
Muyuka Health Center,Ceftriaxone,2023-10-31,406,1031,0
Muyuka Health Center,Ceftriaxone,2023-11-30,236,624,0
Muyuka Health Center,Ceftriaxone,2023-12-31,416,389,0
Muyuka Health Center,Ceftriaxone,2024-01-31,338,0,1
Muyuka Health Center,Ceftriaxone,2024-02-29,299,471,0
Muyuka Health Center,Ceftriaxone,2024-03-31,324,936,0
Muyuka Health Center,Ceftriaxone,2024-04-30,317,612,0
Muyuka Health Center,Ceftriaxone,2024-05-31,424,1312,0
Muyuka Health Center,Ceftriaxone,2024-06-30,240,888,0
Muyuka Health Center,Ceftriaxone,2024-07-31,265,649,0
Muyuka Health Center,Ceftriaxone,2024-08-31,409,384,0
Muyuka Health Center,Ceftriaxone,2024-09-30,278,1273,0
Muyuka Health Center,Ceftriaxone,2024-10-31,398,995,0
Muyuka Health Center,Ceftriaxone,2024-11-30,462,597,0
Muyuka Health Center,Ceftriaxone,2024-12-31,294,135,0
Tiko District Hospital,Amoxicillin,2023-01-31,674,2086,0
Tiko District Hospital,Amoxicillin,2023-02-28,604,1411,0
Tiko District Hospital,Amoxicillin,2023-03-31,663,807,0
Tiko District Hospital,Amoxicillin,2023-04-30,326,145,0
Tiko District Hospital,Amoxicillin,2023-05-31,533,0,1
Tiko District Hospital,Amoxicillin,2023-06-30,500,0,1
Tiko District Hospital,Amoxicillin,2023-07-31,515,0,1
Tiko District Hospital,Amoxicillin,2023-08-31,461,922,0
Tiko District Hospital,Amoxicillin,2023-09-30,557,0,1
Tiko District Hospital,Amoxicillin,2023-10-31,381,0,1
Tiko District Hospital,Amoxicillin,2023-11-30,558,959,0
Tiko District Hospital,Amoxicillin,2023-12-31,464,401,0
Tiko District Hospital,Amoxicillin,2024-01-31,485,1123,0
Tiko District Hospital,Amoxicillin,2024-02-29,561,637,0
Tiko District Hospital,Amoxicillin,2024-03-31,532,77,0
Tiko District Hospital,Amoxicillin,2024-04-30,610,0,1
Tiko District Hospital,Amoxicillin,2024-05-31,448,0,1
Tiko District Hospital,Amoxicillin,2024-06-30,519,0,1
Tiko District Hospital,Amoxicillin,2024-07-31,597,0,1
Tiko District Hospital,Amoxicillin,2024-08-31,554,0,1
Tiko District Hospital,Amoxicillin,2024-09-30,559,0,1
Tiko District Hospital,Amoxicillin,2024-10-31,614,0,1
Tiko District Hospital,Amoxicillin,2024-11-30,493,0,1
Tiko District Hospital,Amoxicillin,2024-12-31,476,391,0
Tiko District Hospital,ACTs,2023-01-31,181,1331,0
Tiko District Hospital,ACTs,2023-02-28,215,1151,0
Tiko District Hospital,ACTs,2023-03-31,286,935,0
Tiko District Hospital,ACTs,2023-04-30,228,324,0
Tiko District Hospital,ACTs,2023-05-31,196,97,0
Tiko District Hospital,ACTs,2023-06-30,284,1037,0
Tiko District Hospital,ACTs,2023-07-31,142,754,0
Tiko District Hospital,ACTs,2023-08-31,200,0,1
Tiko District Hospital,ACTs,2023-09-30,286,0,1
Tiko District Hospital,ACTs,2023-10-31,249,631,0
Tiko District Hospital,ACTs,2023-11-30,169,382,0
Tiko District Hospital,ACTs,2023-12-31,85,213,0
Tiko District Hospital,ACTs,2024-01-31,231,128,0
Tiko District Hospital,ACTs,2024-02-29,80,592,0
